Number	Gender	GivenName	Surname	StreetAddress	City	ZipCode	EmailAddress	TelephoneNumber	Age	Color	Occupation	Company	Vehicle	Domain	BloodType	Kilograms	Centimeters	Birthday
2885	female	Silla	Vilhjálmsdóttir	Austurstraeti 81	Reykjavík	109	SillaVilhjalmsdottir@superrito.com	442 4227	85	Green	Press secretary	Krauses Sofa Factory	2001 Peugeot 307	CablePromo.is	A+	85.8	163	11/12/1933
2886	male	Vilbergur	Snorrason	Heiðarbraut 16	Kópasker	671	VilbergurSnorrason@rhyta.com	482 5944	61	Blue	Numerical tool and process control programmer	Sound Advice	2005 Nissan Skyline	PaperResume.is	A+	82.1	167	3/21/1958
2887	male	Rögnvaldur	Þórisson	Gerðuberg 20	Grímsey	611	RognvaldurTHorisson@dayrep.com	483 1358	54	Blue	Food and tobacco roasting baking and drying machine operator	Mr Fables	1997 Jeep Cherokee	AppsDaily.is	O-	94.5	178	5/5/1965
2888	male	Hrafnkell	Eggertsson	Drangahrauni 67	Kópavogur	202	HrafnkellEggertsson@einrot.com	487 7588	58	Red	Linguistic anthropologist	Strategy Planner	1999 Chrysler 300	SeekHDTV.is	B+	110.0	167	9/22/1960
2889	male	Sigurbjörn	Þorgeirsson	Eyrarodda 53	Flateyri	425	SigurbjornTHorgeirsson@einrot.com	414 0043	42	Blue	Coach	Luria's	2011 Ford Maverick	WizardLinks.is	O-	71.2	184	7/20/1977
2890	female	Anita	Bragadóttir	Snorragata 4	Seltjarnarnes	172	AnitaBragadottir@gustr.com	449 1606	54	Red	Geophysical prospecting surveyor	The White Rabbit	1994 Lotus Elan	SinglesAgent.is	A-	94.9	171	4/11/1965
2891	female	Svanfríður	Sverrisdóttir	Austvaðsholti 86	Hella	851	SvanfridurSverrisdottir@einrot.com	427 4361	73	Red	Convention manager	Liberty Wealth Planner	2011 Peugeot 308	MathSymposium.is	O+	93.1	161	4/10/1946
2892	female	Þuríður	Sigurþórsdóttir	Ráðhústorg 47	Stöðvarfjörður	755	THuridurSigurthorsdottir@jourrapide.com	467 1719	64	Purple	Business office manager	Simply Appraisals	1999 Jaguar XJ	ColaWater.is	O+	54.9	169	6/10/1955
2893	male	Egill	Þorláksson	Hlégerði 61	Hnífsdalur	410	EgillTHorlaksson@gustr.com	431 5789	46	Blue	Banquet manager	Parade of Shoes	2008 Hyundai H100	RushResource.is	O+	84.6	177	10/3/1972
2894	male	Siggeir	Kristmundsson	Brekkugata 26	Hvammstangi	530	SiggeirKristmundsson@teleworm.us	431 7515	37	Red	Surgical technologist	Weathervane	2007 Chevrolet Colorado	MixedSales.is	O+	90.3	167	1/29/1982
2895	female	Jónína	Ingveldardóttir	Suðurgata 91	Sauðarkrókur	550	JoninaIngveldardottir@gustr.com	443 5046	20	Purple	Rooms manager	Argus Tapes & Records	2006 Lada 2110	WeatherConversions.is	O-	51.1	157	7/3/1999
2896	female	Ásta	Sigurðardóttir	Ráðhústorg 82	Stöðvarfjörður	755	AstaSigurdardottir@rhyta.com	410 5604	28	Yellow	Railroad brake signal and switch operator	WWW Realty	2002 Ford Escort	ConstitutionJournal.is	O+	62.7	171	9/2/1991
2897	male	Friðþjófur	Sigjónsson	Fagurhólsmýri 99	Fagurhólsmýri	785	FridthjofurSigjonsson@fleckens.hu	465 4269	79	Blue	Septic tank servicer	Pender's Food Stores	2009 Hyundai Accent	SeatCard.is	O+	81.0	183	8/24/1940
2898	male	Sigmar	Sigbjörnsson	Þjónustusvæði 36	Borgarfjörður	720	SigmarSigbjornsson@superrito.com	461 4921	55	Blue	Optical mechanic	Stratapro	1996 Toyota Century	RocketHub.is	A+	64.0	179	3/27/1964
2899	female	Hildigunnur	Guðjónsdóttir	Smiðjustígur 31	Patreksfjörður	450	HildigunnurGudjonsdottir@fleckens.hu	453 6381	49	Red	Logging equipment operator	Thorofare	1999 Lexus GS	OnlineSmackdown.is	O+	54.1	156	11/23/1969
2900	female	Ástrós	Harðardóttir	Skíðabraut 61	Dalvík	620	AstrosHardardottir@fleckens.hu	473 7100	37	Green	Motel desk clerk	Solid Future	2002 Cadillac Seville	UniversalSpecial.is	O+	93.9	170	12/9/1981
2901	female	Geirþrúður	Árnadóttir	Klettsbúð 62	Reykjavík	128	GeirthrudurArnadottir@fleckens.hu	487 0329	83	Orange	Dietitian	Knockout Kickboxing	2005 Volkswagen Touareg	DollarPubs.is	B+	64.6	159	5/5/1936
2902	female	Sólrún	Reynisdóttir	Bjarkarstígur 70	Þingeyri	470	SolrunReynisdottir@teleworm.us	410 0633	33	Red	Chief information officer	Lafayette Radio	2008 Suzuki Jimny	JobEconomics.is	A+	59.5	173	7/11/1986
2903	female	Elínborg	Mínervudóttir	Hverafold 97	Reykjavík	111	ElinborgMinervudottir@fleckens.hu	489 9427	44	Green	Staff development director	Thorofare	2002 Mahindra Armada	WeekendWrap.is	A+	78.8	154	8/27/1975
2904	male	Sæmundur	Bernódusson	Merkigerði 8	Laugarvatn	840	SaemundurBernodusson@armyspy.com	485 1372	43	Blue	Electronic publisher	Buena Vista Realty Service	2012 Mitsubishi Outlander	CamBuffet.is	B+	96.8	175	4/20/1976
2905	male	Ingi	Rafnsson	Austvaðsholti 39	Hella	851	IngiRafnsson@dayrep.com	471 0469	66	Green	Dental assistant	Rogers Peet	2005 Riley MR II	FriendlyNetworking.is	AB+	102.6	183	7/15/1953
2906	male	Rögnvaldur	Kjartansson	Merkigerði 1	Laugarvatn	840	RognvaldurKjartansson@einrot.com	419 7586	34	Green	Executive administrator	Solution Realty	2014 Honda Civic	LinkVoyage.is	B+	71.9	185	10/18/1984
2907	male	Sveinbjörn	Baldursson	Merkigerði 54	Laugarvatn	840	SveinbjornBaldursson@dayrep.com	451 3247	42	Blue	Housekeeping cleaner	Flagg Bros. Shoes	2004 Volkswagen New Beetle	CowboyClubs.is	O+	67.4	183	1/14/1977
2908	male	Gísli	Bryndísarson	Akurbraut 32	Akranes	301	GisliBryndisarson@jourrapide.com	467 4355	78	Green	PBX operator	Pleasures and Pasttimes	2004 Maybach 57	BidVerify.is	B-	84.9	166	2/10/1941
2909	female	Rut	Gunnlaugsdóttir	Adalstraeti 62	Akureyri	602	RutGunnlaugsdottir@armyspy.com	428 6405	36	Blue	Foot doctor	Profitpros	2004 Renault Clio	SelfIdeas.is	A+	73.6	172	4/28/1983
2910	female	Lísa	Einarsdóttir	Hamarstígur 71	Siglufjörður	580	LisaEinarsdottir@jourrapide.com	422 3358	39	Blue	ESL teacher	The Jolly Farmer	1997 Daihatsu Charade	ConferenceCities.is	B+	93.3	161	8/19/1980
2911	male	Guðbrandur	Sigurleifsson	Nordurvegur 33	Hrísey	630	GudbrandurSigurleifsson@jourrapide.com	451 8450	44	Silver	Family services social worker	Target Source	1999 Nissan Rasheen	SSLAlert.is	O+	81.3	179	5/7/1975
2912	female	Barbara	Björgvinsdóttir	Skíðabraut 51	Dalvík	620	BarbaraBjorgvinsdottir@jourrapide.com	482 7991	83	Black	Water resources engineer	Cherry & Webb	2012 Land Rover Range Rover Evoque	SolarHills.is	A-	69.3	166	5/16/1936
2913	male	Óli	Þrastarson	Ægissidu 56	Hallormsstaður	707	OliTHrastarson@armyspy.com	451 8404	32	Green	Urban and regional planner	Matrix Design	1994 Alpina B6	CasinoBouncer.is	B+	99.8	185	7/11/1987
2914	female	Ebba	Finnbogadóttir	Sigtuni 82	Reykjavík	104	EbbaFinnbogadottir@teleworm.us	428 0036	25	Purple	Budget analyst	Zany Brainy	2002 Holden Zafira	WikiClips.is	O+	73.0	168	9/8/1994
2915	male	Friðfinnur	Bjartmarsson	Kirkjutorg 46	Reykjavík	124	FridfinnurBjartmarsson@cuvox.de	460 1335	24	Blue	Procurement clerk	Tower Records	1998 Mazda Midge	FileOutreach.is	B+	104.6	178	12/2/1994
2916	male	Júlíus	Mikaelsson	Tryggvabraut 52	Seyðisfjörður	710	JuliusMikaelsson@cuvox.de	427 5814	47	Red	Musical instrument tuner	Forum Cafeterias	2007 Honda Element	LocalRefinishing.is	O+	105.1	174	12/12/1971
2917	female	Petra	Bergsdóttir	Hofsbót 74	Varmahlíð	560	PetraBergsdottir@teleworm.us	486 8346	83	Blue	Compositor	Martin's	2007 Audi S6	EastAgents.is	B+	64.7	164	2/6/1936
2918	female	Salóme	Pétursdóttir	Kaupangsstræti 23	Þorlákshöfn	815	SalomePetursdottir@teleworm.us	422 6365	76	Blue	Pretrial services officer	Pup 'N' Taco	2002 Porsche Carrera GT	PopularMom.is	B+	67.2	152	4/11/1943
2919	female	Hjördís	Guðbrandsdóttir	Ránargata 62	Kópasker	670	HjordisGudbrandsdottir@cuvox.de	414 8305	33	Blue	Safety specialist	Allied City Stores	2009 Fiat Siena	SwimChamp.is	B+	93.8	159	12/9/1985
2920	male	Ari	Ísidórsson	Skíðabraut 20	Dalvík	620	AriIsidorsson@jourrapide.com	431 2429	67	Blue	Allergist	Foreman & Clark	2003 Ford C-MAX	BushWebsites.is	B+	85.9	177	8/22/1952
2921	male	Þorbjörn	Steinarsson	Hnjúkabyggð 19	Reykjavík	121	THorbjornSteinarsson@jourrapide.com	416 9460	34	Blue	Prepress worker	Linens 'n Things	2012 Daihatsu Charade	FTPTalk.is	O+	93.2	180	9/15/1985
2922	male	Trausti	Lúðvíksson	Borgarbraut 52	Mjóifjörður	715	TraustiLudviksson@jourrapide.com	429 8989	31	White	Vascular technologist	The Jolly Farmer	1994 Ginetta G33	SoyAholic.is	A+	78.4	176	11/18/1987
2923	male	Kristófer	Ludwigsson	Fífubarð 71	Eyrabakki	820	KristoferLudwigsson@cuvox.de	427 0184	57	Blue	Elevator constructor	ManCharm	2008 Mercury Grand Marquis	MagicInformation.is	A+	112.2	170	6/1/1962
2924	male	Bjarki	Torfason	Klausturvegi 9	Hvolsföllur	860	BjarkiTorfason@jourrapide.com	489 0510	62	Blue	Marine surveyor	Big Daddy's Restaurants	2009 Audi A6	IndianapolisCarWash.is	O+	96.7	186	2/24/1957
2925	male	Aron	Eyþórsson	Norðurbraut 59	Reykjavík	112	AronEythorsson@einrot.com	442 0584	75	Black	Court reporter	Circus World	2001 Pontiac Vibe	PrivacyFever.is	O+	76.5	164	1/18/1944
2926	female	Gríma	Tryggvadóttir	Suðurgata 58	Sauðarkrókur	550	GrimaTryggvadottir@rhyta.com	415 8127	19	Purple	Cytotechnologist	Dreamscape Garden Care	2006 BMW X3	ScreensNames.is	O+	66.3	154	7/10/2000
2927	male	Karl	Fróðason	Thverholt 91	Mosfellsbær	270	KarlFrodason@superrito.com	426 7060	71	Orange	Telephone station repairer	Monsource	2009 Renault Thalia	AnniversaryBlowout.is	A-	94.3	176	7/1/1948
2928	female	Marsibil	Sigurvaldadóttir	Holtagata 99	Drangsnes	520	MarsibilSigurvaldadottir@superrito.com	419 1297	81	Blue	Network systems and data communications analyst	Planetbiz	2009 Mercedes-Benz B	JobHolidays.is	B+	66.8	153	1/16/1938
2929	male	Fjalar	Héðinsson	Hagatorg 75	Reykjavík	101	FjalarHedinsson@dayrep.com	470 8934	45	Brown	Transmission rebuilder	Big Daddy's Restaurants	2014 Mercedes-Benz C-Class	VoiceScar.is	O+	110.4	170	4/4/1974
2930	female	Lára	Ásgeirsdóttir	Brekkugata 18	Hvammstangi	530	LaraAsgeirsdottir@teleworm.us	461 0607	79	Purple	Computer systems analyst	Superior Interior Design	1994 Mitsubishi Sigma	LinkCuff.is	B+	73.0	161	8/7/1940
2931	male	Gils	Loftsson	Hnjúkabyggð 39	Reykjavík	121	GilsLoftsson@rhyta.com	473 1817	63	Blue	Expediting clerk	Netcore	2015 Ford Flex	CreditTight.is	O+	86.5	166	7/16/1956
2932	female	Páley	Traustadóttir	Suðurbraut 92	Hofsós	566	PaleyTraustadottir@superrito.com	428 2983	69	Green	Timekeeper	Albers Super Markets	2011 BMW 328	MrsMeat.is	O+	100.3	169	12/11/1949
2933	male	Baldur	Unnarsson	Melum 17	Finnbogastaðir	523	BaldurUnnarsson@cuvox.de	484 8114	59	Black	Farm equipment mechanic	National Hardgoods Distributors	1999 TVR Speed 12	ProgramDisc.is	B+	73.2	178	10/9/1959
2934	female	Ásdís	Sverrisdóttir	Fagradalsbraut 49	Egilsstaðir	700	AsdisSverrisdottir@gustr.com	422 9455	79	Yellow	Assistant manager	Rolling Thunder	2003 Acura EL	EndlessSales.is	A+	67.2	170	3/12/1940
2935	female	Birgitta	Björgvinsdóttir	Höfðastígur 72	Bolungarvík	415	BirgittaBjorgvinsdottir@armyspy.com	438 4622	63	Purple	Human resources recruiter	Almacs	2004 Daewoo Leganza	DentalFree.is	O+	96.4	156	2/1/1956
2936	male	Cheryl	Brynjólfsson	Þjónustusvæði 3	Borgarfjörður	720	CherylBrynjolfsson@superrito.com	453 8835	23	Blue	Physical oceanographer	Sammy's Record Shack	2007 Subaru Legacy	ElectronicsScene.is	O+	81.8	186	7/20/1996
2937	male	Sigmundur	Eggertsson	Höfðagata 43	Keflavíkurflugvöllur	235	SigmundurEggertsson@rhyta.com	438 5349	19	Blue	Petroleum refinery operator	White Hen Pantry	2006 Morgan 4 Seater	DownloadValues.is	O+	90.4	186	1/30/2000
2938	male	Guðmundur	Bjarnarsonar	Hverfisgata 57	Selfoss	801	GudmundurBjarnarsonar@fleckens.hu	486 4863	29	Blue	Card punching machine operator	Formula Gray	2012 Citroen C4	PayperMagazine.is	B+	68.9	180	7/27/1990
2939	male	Reynir	Rafnsson	Bergstaðarstræti 29	Reykjavík	103	ReynirRafnsson@armyspy.com	441 6553	46	Blue	Dipper	Pioneer Chicken	2004 MG TF	SaveArchives.is	A+	112.2	167	6/25/1973
2940	female	Alexandra	Óskarsdóttir	Reykjarhóli 97	Fljót	570	AlexandraOskarsdottir@cuvox.de	464 0144	81	Black	Executive	SoundTrack	2011 BMW 520	AromatherapyJobs.is	B+	80.9	153	11/22/1937
2941	male	Gísli	Hjálmarsson	Naustavegur 51	Vestmannaeyjar	900	GisliHjalmarsson@teleworm.us	481 0335	53	Blue	Fish hatchery manager	Wealthy Ideas	1995 Lexus LX	TotallyCDs.is	B+	73.4	188	7/1/1966
2942	female	Dagrún	Guðjónsdóttir	Skolavordustig 52	Reykjavík	132	DagrunGudjonsdottir@cuvox.de	413 6558	81	Blue	Typesetting machine tender	Merry-Go-Round	1996 Mazda Midge	AdvertisingBars.is	O+	86.3	166	11/10/1937
2943	female	Ásthildur	Hallmundsdóttir	Vikurbraut 6	Grindavík	240	AsthildurHallmundsdottir@einrot.com	475 5770	76	Blue	Telecommunications specialist	Strongbod	2005 Eagle Talon	ApprovedReview.is	O+	101.8	162	4/18/1943
2944	female	Bryndís	Pálmadóttir	Sundlaugavegur 95	Keflavík	232	BryndisPalmadottir@einrot.com	464 2380	83	Black	Bureau of Diplomatic Security special agent	BASCO	2004 Subaru Baja	TutoringIndustry.is	O+	80.6	157	12/21/1935
2945	female	Lara	Sigmarsdóttir	Hvítárbakka 93	Ólafsfjörður	625	LaraSigmarsdottir@gustr.com	469 9714	77	Purple	Media specialist	Hoyden	2002 Volkswagen Magellan	ThatsRomantic.is	O+	107.4	165	5/3/1942
2946	female	Sigrún	Oddgeirsdóttir	Laugarvegur 90	Reykjavík	154	SigrunOddgeirsdottir@armyspy.com	441 0440	41	Orange	Exercise instructor	Architectural Genie	2004 Lada 111	RedPlague.is	B+	68.1	159	3/4/1978
2947	female	Hugrún	Gunnarsdóttir	Thingvallastraeti 31	Akureyri	601	HugrunGunnarsdottir@gustr.com	424 2947	33	Blue	Aeronautical engineer	VitaGrey	1995 ZAZ Wagon	GunMonthly.is	AB-	99.5	163	1/21/1986
2948	male	Friðrik	Vilhelmsson	Garðavegur 51	Reykjavík	125	FridrikVilhelmsson@rhyta.com	435 8672	20	Green	Public safety dispatcher	Superior Interior Design	2003 MG ZT	InterviewBuzz.is	A+	71.4	163	10/2/1998
2949	female	Bergþóra	Eggertsdóttir	Fjölnisgata 74	Vogar	190	BergthoraEggertsdottir@teleworm.us	458 8698	77	Blue	Packaging and filling machine tender	Access Asia	2005 Toyota Prius	SalaryAlert.is	B+	101.0	152	5/22/1942
2950	male	Gísli	Kristleifsson	Thingholtsstraeti 12	Reykjavík	108	GisliKristleifsson@einrot.com	444 0874	25	Black	Diesel service technician	Landskip Yard Service	2007 Jeep Wrangler	MilanTrips.is	O+	95.3	181	4/9/1994
2951	male	Friðfinnur	Hervinsson	Eyrarodda 11	Flateyri	425	FridfinnurHervinsson@fleckens.hu	478 5252	52	Green	Medical transcriptionist	Brown Derby	2008 Chevrolet Express	ReserveCards.is	O+	100.9	168	1/2/1967
2952	male	Hinrik	Gissurarson	Túnbraut 86	Reykjavík	123	HinrikGissurarson@cuvox.de	412 0656	83	Green	Foot specialist	Expo Superstore	1992 Subaru Vivio	ShinInjuries.is	O+	65.3	164	3/30/1936
2953	male	Leó	Guðleifsson	Midvangur 17	Egilsstaðir	701	LeoGudleifsson@rhyta.com	481 0280	50	Blue	Account collector	Courtesy Hardware Store	1997 Renault Espace	LaptopAids.is	O+	72.4	187	9/15/1969
2954	male	Gils	Hjálmtýsson	Thingvallastraeti 47	Akureyri	601	GilsHjalmtysson@teleworm.us	416 0805	71	Green	Building superintendent	Shoe Kicks	2006 Hyundai Matrix	CardioShow.is	AB+	95.7	168	9/15/1948
2955	male	Kári	Viktorsson	Höfðabraut 74	Hvammstangi	531	KariViktorsson@rhyta.com	440 4177	71	Blue	Allopathic surgeon	K's Merchandise	1997 Rover 400	HandGrowth.is	B+	97.1	171	1/5/1948
2956	male	Ástþór	Kristinsson	Midvangur 98	Egilsstaðir	701	AstthorKristinsson@fleckens.hu	487 4198	78	Blue	Substance abuse social worker	Budget Power	1997 Opel Vectra	BudgetManiac.is	AB-	95.4	180	9/11/1941
2957	female	Hlíf	Þorkelsdóttir	Gránugata 68	Selfoss	800	HlifTHorkelsdottir@cuvox.de	468 5803	80	Blue	Piano tuner	Locost Accessories	2009 Cadillac SRX	MaleMaternity.is	AB+	106.1	166	7/20/1939
2958	female	Svanhildur	Angantýsdóttir	Eikarlundur 19	Þórshöfn	680	SvanhildurAngantysdottir@einrot.com	471 5128	37	Blue	Management information systems director	Landskip Yard Service	2012 Aston Martin V12 Vantage	TopDesert.is	B+	97.6	167	6/14/1982
2959	male	Trausti	Kjartansson	Laufásgötu 73	Vestmannaeyjar	902	TraustiKjartansson@dayrep.com	462 1240	20	Red	Dermatologist	American Wholesale Club	2009 Suzuki Grand Vitara	ReligiousSearch.is	O-	61.4	168	8/5/1999
2960	male	Erlendur	Jósteinsson	Hafnargata 12	Fáskrúðsfjörður	750	ErlendurJosteinsson@rhyta.com	428 2713	78	Green	Educational consultant	Super Place	2015 Mercedes-Benz SLS AMG GT Final Edition	BuildVehicle.is	A+	59.4	169	5/8/1941
2961	female	Herdís	Eggertsdóttir	Breidamork 59	Hveragerði	810	HerdisEggertsdottir@gustr.com	465 1113	80	Blue	Control and valve installer	J. Riggings	2010 Volvo V70	WarSwan.is	A-	73.6	169	4/21/1939
2962	male	Þröstur	Márusson	Holmatun 17	Bessastaðahreppur	225	THrosturMarusson@armyspy.com	419 2227	75	Blue	Fabricator	Weingarten's	2001 BMW 320	AntennaHeads.is	B+	101.5	165	6/17/1944
2963	male	Viðar	Kristófersson	Guðmundsson 70	Flatey	345	VidarKristofersson@armyspy.com	436 0778	62	Blue	Product promoter	Loblaws	2011 BMW X3	BloodInjection.is	A+	111.7	172	2/20/1957
2964	male	Stígur	Hannesson	Thingholtsstraeti 23	Reykjavík	108	StigurHannesson@cuvox.de	428 5069	81	Blue	Corporate recruiter	Yardbirds Home Center	2006 Fiat Panda	FireGourd.is	O+	59.6	166	10/11/1937
2965	female	Þórný	Haraldsdóttir	Suðurgata 49	Sauðarkrókur	550	THornyHaraldsdottir@einrot.com	486 0243	40	Purple	Cruise ship worker	Incluesiv	2004 Honda That	LinkCuff.is	O+	93.0	175	1/9/1979
2966	male	Haraldur	Runólfsson	Fjölnisgata 22	Vogar	190	HaraldurRunolfsson@fleckens.hu	452 2219	77	Red	Merchandise displayer	Mikro Designs	2007 Mercedes-Benz CLK	SeoSavers.is	B+	81.9	169	6/6/1942
2967	female	Agnes	Bárudóttir	Þverbraut 83	Blönduós	541	AgnesBarudottir@einrot.com	430 7873	42	Green	Microbiologist	Mission Realty	2008 BMW 316	SchoolsPublic.is	O-	90.3	170	5/9/1977
2968	female	Nína	Jóhannesdóttir	Holmatun 98	Bessastaðahreppur	225	NinaJohannesdottir@cuvox.de	474 0692	81	Purple	Transmission technician	Licorice Pizza	1992 Vauxhall Cavalier	ConsumerDistrict.is	AB+	53.4	158	9/21/1937
2969	female	Sigurlaug	Úlfarsdóttir	Vogaland 85	Djúpivogur	765	SigurlaugUlfarsdottir@jourrapide.com	459 1388	22	Green	Groundskeeping worker	Stop and Shop	2007 Ford Galaxy	ReflexBlog.is	A+	64.7	167	8/18/1997
2970	male	Egill	Róbertsson	Breidamork 96	Hveragerði	810	EgillRobertsson@jourrapide.com	448 2115	73	Black	Pharmacy technician	Market Basket	2001 Morgan 4	TestingStress.is	B+	87.0	182	5/9/1946
2971	female	Berglind	Steinarsdóttir	Ártún 23	Reykjavík	110	BerglindSteinarsdottir@einrot.com	443 4913	47	Blue	Employee development manager	One-Up Realtors	1997 Mercedes-Benz T V-12	MechanicalInformation.is	A+	55.8	163	9/17/1972
2972	male	Árni	Valdimarsson	Birkimelur 63	Selfoss	802	ArniValdimarsson@jourrapide.com	485 3258	74	Blue	Oncology nurse	EXPO Design Center	1996 Proton Tiara	FailMaster.is	O+	62.9	169	11/1/1944
2973	male	Hörður	Skaftason	Armúli 74	Reykjavík	130	HordurSkaftason@teleworm.us	435 8723	32	Black	Order filler	Landskip Yard Service	2004 Volkswagen Phaeton	BrainJudge.is	A-	67.0	189	3/31/1987
2974	female	Elínborg	Bergsdóttir	Snorragata 35	Seltjarnarnes	172	ElinborgBergsdottir@gustr.com	451 8349	28	Green	Front-end mechanic	Corpbay	2008 Mazda B2300	SockSuppliers.is	B+	84.7	173	4/2/1991
2975	male	Héðinn	Marteinsson	Borgarbraut 74	Mjóifjörður	715	HedinnMarteinsson@rhyta.com	450 7298	27	Black	Transmission engineer	Vinyl Fever	2000 Ford Artic	ExitMarketing.is	O+	109.8	176	10/8/1991
2976	female	Berit	Skarphéðinsdóttir	Hraunás 70	Hellissandur	360	BeritSkarphedinsdottir@cuvox.de	443 6518	63	Silver	Groundskeeper	Chi-Chi's	2006 Audi S4	OffshoreTravels.is	O+	82.2	164	4/9/1956
2977	female	Marta	Sigurþórsdóttir	Norðurbraut 93	Reykjavík	112	MartaSigurthorsdottir@teleworm.us	431 1127	83	Blue	Admissions officer	Mr. Steak	2009 Bentley Continental GTC	NewYorkCityDermatologists.is	B+	74.9	167	8/20/1936
2978	male	Róbert	Erlendsson	Hlégerði 28	Hnífsdalur	410	RobertErlendsson@armyspy.com	478 2638	64	Blue	Nephrology nurse	One-Up Realty	2005 Chevrolet Spark	GetEvidence.is	B+	68.6	179	6/23/1955
2979	male	Elís	Ægisson	Ártún 69	Reykjavík	110	ElisAEgisson@einrot.com	461 0525	36	Black	Bucker	Atlas Realty	2003 Chevrolet Cavalier	TuxedoDiscounts.is	AB+	93.9	188	7/8/1983
2980	female	Móeiður	Eiríksdóttir	Bjarnarbraut 81	Norðurfjörður	524	MoeidurEiriksdottir@jourrapide.com	447 9520	44	Blue	Operational meteorologist	Terra Nova Garden Services	2001 MG X80	AnalystFinder.is	B-	55.1	174	12/8/1974
2981	female	Bóel	Guðjónsdóttir	Eikarlundur 35	Þórshöfn	680	BoelGudjonsdottir@superrito.com	456 8369	53	Blue	Drafter	De-Jaiz Mens Clothing	2010 Toyota Highlander	LinkBroadcast.is	A+	57.2	162	6/6/1966
2982	female	Agla	Örlygsdóttir	Midhraun 86	Garðabær	210	AglaOrlygsdottir@rhyta.com	464 7688	69	Green	Voice writer	Datacorp	1997 Suzuki Cappuccino	FindHugs.is	B+	76.0	157	6/6/1950
2983	female	Vera	Níelsdóttir	Holmatun 44	Bessastaðahreppur	225	VeraNielsdottir@fleckens.hu	419 8724	74	Blue	Library technician	Simply Appraisals	2002 Oldsmobile Silhouette	TheatersDirect.is	B+	72.9	155	3/7/1945
2984	female	Fríða	Ingveldardóttir	Breidamork 61	Hveragerði	810	FridaIngveldardottir@rhyta.com	485 7369	70	Purple	Organic chemist	Kinney Shoes	2000 Proton 400	SocialiteShop.is	A+	75.0	158	6/14/1949
2985	female	Guðleif	Þórðardóttir	Kirkjutorg 79	Reykjavík	124	GudleifTHordardottir@rhyta.com	410 5143	20	Orange	Re-recording mixer	Bloom Brothers Furniture	2002 Hyundai XG 350	TwilightCruises.is	O+	66.5	168	8/6/1999
2986	male	Helgi	Lárusson	Smiðjustígur 4	Patreksfjörður	450	HelgiLarusson@superrito.com	476 7588	56	Blue	Coder	Clemens Markets	2000 Dodge Viper	TraderWireless.is	A+	102.8	167	8/4/1963
2987	male	Sveinbjörn	Þorvaldsson	Suðurgata 70	Sauðarkrókur	550	SveinbjornTHorvaldsson@rhyta.com	427 2429	31	Blue	School and college counselor	Budget Tapes & Records	1998 Alfa Romeo 166	SharingYou.is	O+	92.0	187	8/15/1988
2988	male	Diðrik	Arnmundsson	Birkimelur 45	Selfoss	802	DidrikArnmundsson@jourrapide.com	463 0341	20	Red	Set and exhibit designer	Lindsley's Lumber	1998 Ford F-250	FitnessShark.is	B+	96.0	179	3/23/1999
